Player Name,AriesEva,BadTimeWithScar,BdoubleO100,CamM77,Cub_Cam,Docm77,Etho,EvilXisuma,GeminiTay,GoodTimeWithScar,Grian,Helsknight_,HermitcraftAlt,HumanCleo,HypnotizdCam,ImpulseCam,Jevination,Kamalis1,Keralis1,Mumbo,MumboJumbo,PearlescentMoo,PearlescentMoon,Renthedog,Stressmonster101,Stressmonsterin,Tango,TangoCam,Tinfoilchef,TwoMuchGrian,VintageB_Roll,VintageBeef,WellsGlazes,WelsCam,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,_Jevination_,cubfan135,falsesymmetry,hypnotizd,iJevin,impulseSV,isGall85,iskall85,joehillssays,joehillssees,pillbugnine,renthebob,truesymmetry,xBCam,xBCrafted,xisumavoid
minecraft.broken.iron_axe,0,0,2,0,0,0,0,0,10,21,3,0,0,0,0,0,0,0,0,0,1,0,19,1,2,0,2,0,1,0,0,0,0,0,3,12,0,5,14,0,0,12,1,2,3,0,3,3,0,0,0,0,0,0,0
minecraft.broken.iron_boots,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_chestplate,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_helmet,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0
minecraft.broken.iron_hoe,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_leggings,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_pickaxe,0,0,48,0,0,0,0,0,10,9,8,0,0,0,0,0,0,0,0,0,3,0,21,2,8,0,13,0,18,0,0,4,0,0,15,8,0,7,43,0,2,5,13,5,3,0,4,32,0,0,0,0,0,18,0
minecraft.broken.iron_shovel,0,0,6,0,0,0,0,0,5,110,2,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,9,0,0,11,0,0,1,4,0,8,15,0,0,8,1,7,91,0,1,3,0,0,0,0,0,0,0
minecraft.broken.iron_sword,0,0,6,0,0,0,4,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0
minecraft.broken.leather_boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
minecraft.broken.leather_chestplate,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.leather_helmet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.leather_leggings,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.netherite_pickaxe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.shears,0,0,22,0,0,13,3,0,27,10,13,0,0,0,0,0,0,0,2,0,45,0,5,32,6,0,5,0,0,0,0,0,0,0,4,12,0,1,4,0,31,21,0,22,33,0,2,3,0,0,0,0,0,2,0
minecraft.broken.shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.stone_axe,0,0,4,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,3,1,0,1,1,0,0,4,0,0,0,0,0,0,0
minecraft.broken.stone_hoe,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
minecraft.broken.stone_pickaxe,0,0,6,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,8,0,0,1,0,0,2,2,0,21,2,0,0,1,4,0,0,0,0,8,0,0,0,0,0,3,0
minecraft.broken.stone_shovel,0,0,78,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,1,0,0,0,2,0,5,0,0,1,1,0,3,4,0,2,5,0,0,0,0,0,1,0
minecraft.broken.stone_sword,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_hoe,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
minecraft.broken.wooden_pickaxe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_shovel,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_boat,0,0,2,0,0,15,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
minecraft.crafted.acacia_button,0,0,1,0,0,516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,6,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_door,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0
minecraft.crafted.acacia_fence,0,0,63,0,0,3,0,0,0,501,72,0,0,0,0,0,0,0,24,0,120,0,24,21,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_fence_gate,0,0,16,0,0,20,0,0,0,52,10,0,0,0,0,0,0,0,18,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
minecraft.crafted.acacia_planks,0,0,1844,0,0,6804,256,0,152,5328,1544,0,0,0,0,0,0,0,536,0,976,0,2316,1508,0,0,0,0,0,0,0,0,0,0,1544,3272,0,0,52,0,2400,780,0,4864,3156,0,464,1348,0,0,0,0,0,0,0
minecraft.crafted.acacia_pressure_plate,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_sapling,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_sign,0,0,12,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_slab,0,0,372,0,0,0,0,0,0,678,208,0,0,0,0,0,0,0,18,0,630,0,736,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,822,186,0,252,24,0,18,330,0,0,0,0,0,0,0
minecraft.crafted.acacia_stairs,0,0,12,0,0,0,0,0,0,48,220,0,0,0,0,0,0,0,4,0,56,0,144,4,0,0,0,0,0,0,0,0,0,0,4,164,0,0,0,0,0,24,0,0,0,0,0,516,0,0,0,0,0,0,0
minecraft.crafted.acacia_trapdoor,0,0,474,0,0,558,84,0,0,708,76,0,0,0,0,0,0,0,84,0,18,0,312,228,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,150,0,0,854,0,0,40,0,0,0,0,0,0,0
minecraft.crafted.acacia_wood,0,0,39,0,0,0,48,0,0,1569,234,0,0,0,0,0,0,0,432,0,0,0,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,159,0,0,0,60,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.activator_rail,0,0,0,0,0,24,18,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.amethyst_block,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0,67,0,0,0,78,0,0,178,0,0,0,0,0,0,0
minecraft.crafted.andesite,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,0,5554,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.andesite_slab,0,0,0,0,0,32,8,0,24,300,12,0,0,0,0,0,0,0,612,0,0,0,72,18,78,0,24,0,0,0,0,6,0,0,0,126,0,0,0,0,0,12,0,570,144,0,18,0,0,0,0,0,0,0,0
minecraft.crafted.andesite_stairs,0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,143,0,0,0,13,10,0,0,44,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,4,168,0,0,84,0,0,0,0,0,0,0
minecraft.crafted.andesite_wall,0,0,0,0,0,16,0,0,0,132,252,0,0,0,0,0,0,0,324,0,0,0,354,3,0,0,216,0,0,0,0,0,0,0,0,24,0,0,18,0,0,12,0,54,30,0,12,0,0,0,0,0,0,0,0
minecraft.crafted.anvil,0,0,7,0,0,17,6,0,2,71,545,0,0,0,0,0,0,0,39,0,2,0,197,32,5,0,18,0,1,0,0,9,0,0,6,92,0,11,8,0,7,12,72,62,59,0,4,8,0,0,0,0,0,12,0
minecraft.crafted.apple,0,0,0,0,0,0,0,0,4,348,128,0,0,0,0,0,0,0,28,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1556,0,128,0,0,48,0,192,364,0,0,184,0,0,0,0,0,0,0,0
minecraft.crafted.armor_stand,0,0,5,0,0,40,0,0,0,35,0,0,0,0,0,0,0,0,20,0,1,0,71,49,0,0,13,0,0,0,0,1,0,0,2,18,0,7,597,0,30,27,3,4,6,0,0,118,0,0,0,0,0,0,0
minecraft.crafted.arrow,0,0,0,0,0,0,336,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,336,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,88,0,0,0,0,0,384,0,0,0,0,0,0,64,0
minecraft.crafted.baked_potato,0,0,0,0,0,0,90,0,30,435,28,0,0,0,0,0,0,0,0,0,598,0,645,0,32,0,182,0,0,0,0,0,0,0,1280,29,0,0,269,0,1026,757,0,0,0,0,0,329,0,0,0,0,0,84,0
minecraft.crafted.barrel,0,0,208,0,0,15,42,0,65,465,251,0,0,0,0,0,0,0,130,0,59,0,352,192,55,0,127,0,0,0,0,2,0,0,1,258,0,9,176,0,81,55,64,20,137,0,69,160,0,0,0,0,0,196,0
minecraft.crafted.beacon,0,0,0,0,0,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,86,1,0,0,0,0,0,0,0,0,1,0
minecraft.crafted.beehive,0,0,9,0,0,0,67,0,6,154,0,0,0,0,0,0,0,0,42,0,0,0,700,0,0,0,7,0,0,0,0,0,0,0,0,37,0,0,7,0,2,0,0,0,227,0,0,3,0,0,0,0,0,0,0
minecraft.crafted.beetroot_soup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
minecraft.crafted.bell,0,0,0,0,0,0,0,0,0,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.birch_boat,0,0,7,0,0,25,0,0,3,2,178,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,12,1,0,3,4,0,1,19,0,0,0,0,0,0,0
minecraft.crafted.birch_button,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,42,0,2,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,5,0,0,0,34,0,0,14,0,0,0,0,0,3,0
minecraft.crafted.birch_door,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,120,6,0,0,0,0,0,0,0
minecraft.crafted.birch_fence,0,0,3,0,0,129,0,0,159,0,126,0,0,0,0,0,0,0,3,0,246,0,30,84,0,0,0,0,0,0,0,0,0,0,3,27,0,3,9,0,78,0,0,0,48,0,0,57,0,0,0,0,0,0,0
minecraft.crafted.birch_fence_gate,0,0,1,0,0,10,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.birch_planks,0,0,268,0,0,14856,860,0,6472,12488,4250,0,0,0,0,0,0,0,3200,0,2204,0,2856,3784,72,0,152,0,100,0,0,28,0,0,4268,920,0,16,1469,0,3252,392,9100,2812,8412,0,1248,2372,0,0,0,0,0,900,0
minecraft.crafted.birch_pressure_plate,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.birch_sign,0,0,12,0,0,183,0,0,39,18,99,0,0,0,0,0,0,0,24,0,18,0,15,66,21,0,3,0,0,0,0,3,0,0,12,33,0,3,3,0,342,3,12,3,75,0,162,303,0,0,0,0,0,0,0
minecraft.crafted.birch_slab,0,0,12,0,0,1686,312,0,672,666,24,0,0,0,0,0,0,0,2660,0,978,0,414,48,0,0,18,0,0,0,0,0,0,0,12,114,0,0,48,0,744,54,12,24,444,0,0,216,0,0,0,0,0,218,0
minecraft.crafted.birch_stairs,0,0,12,0,0,0,72,0,324,40,0,0,0,0,0,0,0,0,0,0,172,0,60,68,0,0,0,0,0,0,0,0,0,0,44,56,0,0,0,0,0,100,40,0,120,0,0,108,0,0,0,0,0,80,0
minecraft.crafted.birch_trapdoor,0,0,22,0,0,12,98,0,50,26,48,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,2,0,0,0,0,2,0,0,0,10,0,0,0,0,2,0,2596,0,54,0,2,40,0,0,0,0,0,0,0
minecraft.crafted.birch_wood,0,0,6,0,0,0,48,0,990,174,135,0,0,0,0,0,0,0,96,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,198,0,0,0,0,0,0,0
minecraft.crafted.black_banner,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.black_bed,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.black_candle,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,196,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.black_carpet,0,0,0,0,0,921,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,6,45,0,0,3,0,0,0,0,144,0,0,387,12,0,0,0,0,0,618,192,0,3012,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.black_concrete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,128,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.black_concrete_powder,0,0,0,0,0,688,0,0,0,2776,10826,0,0,0,0,0,0,0,424,0,0,0,72,5840,0,0,1680,0,0,0,0,2600,0,0,1544,16,0,24,360,0,8,352,0,2760,12112,0,8,0,0,0,0,0,0,128,0
minecraft.crafted.black_dye,0,0,38,0,0,2633,422,0,49,1036,8107,0,0,0,0,0,0,0,629,0,507,0,408,2744,0,0,856,0,0,0,0,416,0,0,1008,279,0,8,703,0,183,160,1057,539,8453,0,1459,151,0,0,0,0,0,2541,0
minecraft.crafted.black_glazed_terracotta,0,0,0,0,0,0,768,0,0,0,12,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.black_shulker_box,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,2,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
minecraft.crafted.black_stained_glass,0,0,16,0,0,11024,792,0,0,96,46312,0,0,0,0,0,0,0,112,0,3584,0,0,9088,0,0,0,0,0,0,0,24,0,0,8,720,0,0,0,0,16,0,120,88,5288,0,32,1088,0,0,0,0,0,18984,0
minecraft.crafted.black_stained_glass_pane,0,0,16,0,0,480,0,0,0,112,632,0,0,0,0,0,0,0,96,0,0,0,0,448,0,0,0,0,0,0,0,64,0,0,0,456,0,0,0,0,0,0,32,64,3088,0,80,0,0,0,0,0,0,480,0
minecraft.crafted.black_terracotta,0,0,56,0,0,64,1344,0,0,0,68,0,0,0,0,0,0,0,120,0,0,0,968,0,0,0,0,0,0,0,0,560,0,0,8,0,0,0,24,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.black_wool,0,0,6,0,0,8,0,0,0,0,640,0,0,0,0,0,0,0,54,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,1,89,0,0,2,0,6,0,1088,1,3526,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.blackstone_slab,0,0,0,0,0,36,0,0,0,934,366,0,0,0,0,0,0,0,66,0,0,0,34,22,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,60,24,0,0,48,0,0,0,0,0,0,0,0,4,0
minecraft.crafted.blackstone_stairs,0,0,0,0,0,2,0,0,0,47,88,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,20,0,0,0,0,15,0,0,0,0,0,0,8,0,21,16,0,0,8,0,0,0,0,0,0,0,0,0,0
