Player Name,Biffa001,Biffa2001,Cleophas,Collen,D_A_I_N_A,Docm77,Donkeyfarm,Etho,HttpsSecure,HypnotizdCam,Keralis1,KingDaddyDMAC,Mrs_Keralis,Mumbo,MumboJumbo,NameOfSamuel,Pungence,PythonGB,PythonGBCam,Spumwackles,Tango,TangoCam,Tinfoilchef,WFRTNews,Xisuma,ZombieCleo,falsesymmetry,hypnotizd,iJevin,impulseSV,joehillssays,monkeyfarm,skyzm,sl1pg8r,snipepager,topmass,truesymmetry,xBCam,xBCrafted,xisumavoid,zueljin
stat.breakItem.minecraft.leather_helmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.leather_leggings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.shears,0,5,0,0,0,1,0,5,0,0,0,1,0,10,0,0,0,12,0,4,11,0,12,0,49,9,63,0,1,1,0,2,0,10,0,0,0,0,14,6,15
stat.breakItem.minecraft.stone_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,1
stat.breakItem.minecraft.stone_hoe,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stat.breakItem.minecraft.stone_pickaxe,0,1,0,4,0,0,0,0,0,0,1,3,0,4,0,3,1,0,0,1,1,0,19,0,2,2,2,0,2,0,27,2,0,2,0,1,0,0,2,0,20
stat.breakItem.minecraft.stone_shovel,0,2,0,1,0,0,0,0,0,0,0,0,0,55,0,1,1,0,0,24,0,0,5,0,1,0,2,0,0,0,5,0,0,0,0,4,0,0,0,0,1
stat.breakItem.minecraft.stone_sword,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stat.breakItem.minecraft.wooden_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_hoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_pickaxe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_shovel,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.brewingstandInteraction,0,205,0,0,0,51,0,33,0,0,0,0,0,0,0,0,0,32,0,0,316,0,185,0,202,15,311,0,289,514,5,72,0,0,0,43,0,0,114,0,7
stat.cakeSlicesEaten,0,4,0,0,0,36,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,3,0,7,0,0,8,0,0,0,0,0,2,0,0,0,0,0
stat.cauldronFilled,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,34,0,0,1,0,0,0,0,0,0,0,0,2,0,5
stat.cauldronUsed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,10
stat.chestOpened,0,4907,0,1,0,2308,0,3027,0,0,0,123,0,10440,0,148,0,6542,0,0,16281,0,9973,0,24955,3265,61403,159,8403,13517,1776,4325,0,4351,0,1097,21,0,16162,36,2779
stat.climbOneCm,554,1803849,0,13252,16,142539,0,397623,0,0,53728,1620898,9193,2986202,0,16597,68611,259315,0,767595,4013942,0,6767981,0,10095103,1520489,8443088,3174222,1614031,3705527,994510,2930100,262314,2755154,673,1089636,907,0,5703445,18503,2884930
stat.craftItem.minecraft.acacia_door,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,303,3,36,0,0,0,3,0,0,0,0,3,0,0,51,0,3
stat.craftItem.minecraft.acacia_fence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,192,12,6,0,3,0,0,0,0,0,0,18,0,0,54,0,57
stat.craftItem.minecraft.acacia_fence_gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0
stat.craftItem.minecraft.acacia_stairs,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,444,4,44,0,4,0,108,0,0,0,0,0,0,0,52,0,12
stat.craftItem.minecraft.activator_rail,0,0,0,0,0,0,0,6,0,0,0,0,0,42,0,0,0,0,0,0,12,0,0,0,30,0,6,0,6,90,0,6,0,60,0,0,0,0,12,0,0
stat.craftItem.minecraft.anvil,0,5,0,0,0,1,0,3,0,0,0,6,0,7,0,0,0,6,0,12,71,0,44,0,270,8,354,78,35,55,1,4,0,6,0,11,0,0,36,0,11
stat.craftItem.minecraft.armor_stand,0,129,0,0,0,0,0,0,0,0,0,2,0,93,0,0,0,7,0,14,12,0,0,0,44,2,179,0,4,70,0,0,0,1,0,0,0,0,22,0,22
stat.craftItem.minecraft.arrow,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,0,4,0,436,0,36,0,264,80,0,0,0,460,0,0,0,0,0,0,12,0,32
stat.craftItem.minecraft.baked_potato,0,81,0,33,0,0,0,0,0,0,0,99,0,32,0,132,61,256,0,543,3677,0,632,0,661,161,2268,0,101,345,133,45,205,518,0,542,0,0,693,0,114
stat.craftItem.minecraft.banner,0,30,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,40,132,0,23,0,725,94,1623,0,0,64,0,82,0,24,0,0,0,0,187,0,486
stat.craftItem.minecraft.beacon,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,12,0,0,0,57,0,13,1,1,6,0,0,0,0,0,0,0,0,2,0,0
stat.craftItem.minecraft.bed,0,12,0,1,0,1,0,2,0,0,2,6,0,13,0,1,1,2,0,3,20,0,9,0,14,11,76,6,2,4,9,14,1,11,0,5,0,0,16,0,6
stat.craftItem.minecraft.birch_door,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,3,0,9,0,36,0,0,9,6,0,0,0,0,3,0,0,3,0,3
stat.craftItem.minecraft.birch_fence,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,282,27,66,0,24,0,0,141,0,0,0,0,0,0,216,0,39
stat.craftItem.minecraft.birch_fence_gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.birch_stairs,0,0,0,0,0,0,0,40,0,0,0,0,0,160,0,0,0,4,0,0,48,0,76,0,784,92,148,0,4,344,0,8,0,40,0,0,0,0,60,0,336
stat.craftItem.minecraft.blaze_powder,0,20,0,0,0,0,0,4,0,0,0,12,0,60,0,0,0,6,0,4,732,0,28,0,737,4,48,6,18,142,0,10,0,2,0,4,0,0,40,0,28
stat.craftItem.minecraft.boat,0,34,0,0,0,2,0,4,0,0,7,5,0,8,0,0,2,2,0,5,9,0,8,0,9,11,84,25,0,6,0,140,3,3,0,0,0,0,45,0,86
stat.craftItem.minecraft.book,0,202,0,0,0,60,0,0,0,0,0,328,0,207,0,0,0,258,0,291,321,0,1009,0,956,2,776,93,229,135,4,71,0,205,0,310,0,0,300,0,658
stat.craftItem.minecraft.bookshelf,0,0,0,0,0,0,0,0,0,0,0,31,0,36,0,0,0,41,0,41,47,0,98,0,252,0,137,0,50,35,0,6,0,17,0,36,0,0,42,0,206
stat.craftItem.minecraft.bow,0,9,0,0,0,12,0,6,0,0,1,218,1,103,0,2,4,7,0,0,179,0,146,0,230,5,120,2207,24,41,0,50,3,103,0,33,0,0,310,0,21
stat.craftItem.minecraft.bowl,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,16,0,0,4,8,0,0,8,0,0,0,0,0,0,0,0,8
stat.craftItem.minecraft.bread,0,9,0,0,0,20,0,0,0,0,0,0,0,132,0,0,29,0,0,0,64,0,24,0,1280,50,23,0,20,3,151,29,51,23,0,87,0,0,108,0,22
stat.craftItem.minecraft.brewing_stand,0,2,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,5,0,13,26,0,2,0,36,2,78,1,1,32,0,2,0,0,0,3,0,0,9,0,0
stat.craftItem.minecraft.brick,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,128,0,64,779,0,280,0,101,12,6716,0,61,18,4660,0,0,14,0,40,0,0,20,0,99
stat.craftItem.minecraft.brick_block,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,16,135,0,32,0,17,0,4116,0,11,0,1144,0,0,0,0,0,0,0,1,0,8
stat.craftItem.minecraft.brick_stairs,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,4,0,696,0,4,0,40,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.bucket,0,48,0,1,0,11,0,17,0,0,2,29,0,260,0,1,2,10,0,37,166,0,81,0,636,15,342,2221,28,133,20,99,1,36,0,13,0,0,566,0,42
stat.craftItem.minecraft.cake,0,0,0,0,0,27,0,0,0,0,0,0,0,17,0,0,0,0,0,11,80,0,33,0,0,0,2,0,1,58,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.carpet,0,977,0,0,0,3,0,42,0,0,0,0,0,195,0,0,0,66,0,0,937,0,1218,0,5088,297,5232,0,54,1812,0,27,0,207,0,282,0,0,1167,0,3973
stat.craftItem.minecraft.carrot_on_a_stick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.cauldron,0,1,0,0,0,2,0,3,0,0,0,0,0,54,0,0,0,0,0,4,128,0,0,0,972,2,105,0,2,43,0,0,0,0,0,577,0,0,19,0,8
stat.craftItem.minecraft.chest,0,665,0,2,0,97,0,130,0,0,21,504,0,3536,0,7,6,165,0,161,2364,0,2291,0,4927,351,1515,886,2319,1980,52,287,21,725,0,309,0,0,2295,6,322
stat.craftItem.minecraft.chest_minecart,0,69,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,243,0,29,0,48,33,0,1,0,0,0,6,0,0,30,0,6
stat.craftItem.minecraft.clay,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,6,0,0,54,0,349,0,74,0,265,0,2,0,0,0,0,0,0,0,0,0,0,0,644
stat.craftItem.minecraft.clock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.coal,0,1389,0,0,0,0,0,405,0,0,0,171,0,153,0,126,9,294,0,739,11,0,9,0,1224,884,959,1444,17,227,258,723,87,1908,0,1248,0,0,2593,0,7778
stat.craftItem.minecraft.coal_block,0,712,0,0,0,0,0,45,0,0,0,129,0,166,0,49,0,197,0,83,50,0,0,0,454,249,207,287,0,252,4,101,0,168,0,414,0,0,387,0,48
stat.craftItem.minecraft.cobblestone_wall,0,0,0,0,0,0,0,180,0,0,0,120,0,364,0,0,0,126,0,402,345,0,0,0,1134,204,1428,60,0,438,54,594,66,0,0,252,0,0,696,0,210
stat.craftItem.minecraft.comparator,0,3,0,0,0,85,0,29,0,0,0,5,0,396,0,0,0,1,0,0,554,0,106,0,855,0,40,110,302,300,0,17,0,32,0,7,0,0,52,0,10
stat.craftItem.minecraft.compass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,1,0,0,6,101,0,1,0,0,46,0,0,0,0,0,0,1,0,73
stat.craftItem.minecraft.cooked_beef,0,204,0,5,0,19,0,0,0,0,0,174,0,4,0,6,0,304,0,524,678,0,106,0,442,761,643,70,71,129,49,153,0,518,0,173,0,0,219,0,103
stat.craftItem.minecraft.cooked_chicken,0,0,0,3,0,0,0,0,0,0,0,1,0,9,0,0,3,0,0,0,101,0,0,0,19,0,121,0,0,18,11,82,0,0,0,5,0,0,0,0,0
stat.craftItem.minecraft.cooked_fish,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1510,222,2,42,0,19,0,0,0,1,0,0,40,0,366
stat.craftItem.minecraft.cooked_mutton,0,10,0,6,0,0,0,4,0,0,0,2,0,8,0,7,11,0,0,3,3,0,36,0,108,94,470,48,1,0,0,73,7,3,0,21,0,0,6,0,52
stat.craftItem.minecraft.cooked_porkchop,0,0,0,0,0,0,0,9,0,0,0,3,0,14,0,0,12,0,0,1,74,0,12,0,166,32,716,279,65,0,16,2,42,2,0,27,0,0,41,0,10
stat.craftItem.minecraft.cooked_rabbit,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0
stat.craftItem.minecraft.cookie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,36,0,72,0,0,0,0,0,0,0,0,80
stat.craftItem.minecraft.crafting_table,0,76,0,2,0,11,0,15,0,0,14,22,1,83,0,2,3,23,0,29,119,0,29,0,159,33,423,14,79,58,20,99,10,44,0,59,0,0,154,0,55
stat.craftItem.minecraft.dark_oak_door,0,0,0,0,0,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1463,0,6,0,12,0,60,0,0,0,0,9,0,0,0,9,0,0,27,0,18
stat.craftItem.minecraft.dark_oak_fence,0,39,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,111,0,93,144,510,0,63,147,0,1575,0,30,0,0,0,0,264,0,48
stat.craftItem.minecraft.dark_oak_fence_gate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,11,0,103,0,1,0,0,7,0,0,0,0,0,0,5,0,0
stat.craftItem.minecraft.dark_oak_stairs,0,0,0,0,0,84,0,16,0,0,0,0,0,4,0,0,0,4,0,0,208,0,20,0,836,296,876,60,4,332,0,484,0,12,0,32,0,0,700,0,492
stat.craftItem.minecraft.daylight_detector,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,72,0,2,92,0,0,0,62,0,0,0,0,7,0,2
stat.craftItem.minecraft.detector_rail,0,0,0,0,0,0,0,18,0,0,0,12,0,72,0,0,0,0,0,0,12,0,6,0,204,0,6,0,6,18,0,12,0,66,0,6,0,0,12,0,6
stat.craftItem.minecraft.diamond,0,36,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,81,0,0,446,0,0,0,0,9,0,0,18,225,0,198,0,9,0,54,0,0,28,0,0
stat.craftItem.minecraft.diamond_axe,0,3,0,0,0,1,0,3,0,0,0,2,0,10,0,0,0,2,0,4,6,0,8,0,13,4,12,2,6,4,0,3,1,2,0,3,0,0,10,0,7
stat.craftItem.minecraft.diamond_block,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,23,0,0,97,0,5,0,0,1,0,0,2,14,0,38,0,0,0,19,0,0,9,0,0
stat.craftItem.minecraft.diamond_boots,0,2,0,0,0,1,0,6,0,0,0,5,2,5,0,0,0,3,0,1,14,0,5,0,17,5,11,1,2,21,0,2,0,7,0,8,0,0,10,0,4
stat.craftItem.minecraft.diamond_chestplate,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,0,1,9,0,3,0,18,3,9,2,6,15,0,3,0,5,0,2,0,0,15,0,3
stat.craftItem.minecraft.diamond_helmet,0,3,0,0,0,0,0,1,0,0,0,3,1,3,0,0,0,3,0,2,14,0,3,0,8,5,6,2,3,16,0,5,0,7,0,3,0,0,18,0,3
stat.craftItem.minecraft.diamond_hoe,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,3,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
stat.craftItem.minecraft.diamond_leggings,0,2,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,2,0,1,8,0,3,0,6,4,4,2,3,16,0,4,0,4,0,2,0,0,6,0,3
stat.craftItem.minecraft.diamond_pickaxe,0,15,0,0,0,19,0,23,0,0,1,26,1,54,0,0,1,12,0,22,83,0,62,0,113,21,114,41,39,62,2,10,1,38,0,42,0,0,128,0,21
stat.craftItem.minecraft.diamond_shovel,0,12,0,0,0,1,0,7,0,0,0,3,0,22,0,0,0,6,0,5,24,0,17,0,32,13,47,11,4,18,0,10,1,18,0,6,0,0,32,0,7
stat.craftItem.minecraft.diamond_sword,0,3,0,0,0,0,0,2,0,0,1,4,2,8,0,0,1,6,0,2,12,0,9,0,6,6,10,3,2,23,0,7,0,10,0,3,0,0,17,0,4
stat.craftItem.minecraft.dirt,0,0,0,0,0,80,0,588,0,0,0,0,0,0,0,0,0,256,0,128,304,0,0,0,0,0,652,0,4,48,0,0,0,0,0,52,0,0,784,0,320
stat.craftItem.minecraft.dispenser,0,5,0,0,0,10,0,6,0,0,0,0,0,97,0,0,0,2,0,0,171,0,135,0,192,6,85,2204,12,34,0,41,0,100,0,6,0,0,268,0,3
stat.craftItem.minecraft.dropper,0,3,0,0,0,20,0,22,0,0,0,0,0,257,0,0,0,16,0,0,321,0,78,0,395,76,66,14,157,122,0,8,0,2,0,364,0,0,45,0,11
stat.craftItem.minecraft.dye,0,4694,0,3,0,437,0,270,0,0,75,2320,0,30433,0,30,6,2140,0,631,36295,0,43068,0,42950,3556,38382,6342,1159,78184,51,3974,147,6133,0,1836,0,0,11342,0,8804
stat.craftItem.minecraft.emerald,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,149,0,0,1546,0,849,0,1273,14,550,0,592,1613,0,0,0,0,0,2,0,0,609,0,84
stat.craftItem.minecraft.emerald_block,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,46,0,98,0,14,0,0,0,0,101,0,0,0,0,0,0,0,0,9,0,0
stat.craftItem.minecraft.enchanting_table,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,2,0,2,0,3,0,5,1,2,3,0,1,0,1,0,2,0,0,1,0,3
stat.craftItem.minecraft.ender_chest,0,12,0,0,0,0,0,0,0,0,0,10,0,34,0,0,0,3,0,2,7,0,13,0,99,4,12,3,0,10,0,6,0,1,0,1,0,0,8,0,1
stat.craftItem.minecraft.ender_eye,0,12,0,0,0,0,0,0,0,0,0,10,0,34,0,0,0,3,0,7,8,0,13,0,108,4,12,3,0,22,0,7,0,2,0,1,0,0,13,0,8
stat.craftItem.minecraft.fence,0,0,0,0,0,0,0,153,0,0,0,6,0,2391,0,0,0,162,0,51,303,0,3,0,1188,330,912,96,66,375,39,687,30,309,0,495,0,0,771,0,60
stat.craftItem.minecraft.fence_gate,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,3,0,0,0,93,0,79,68,0,2,0,10,0,4,0,2,0,0,6,0,0
stat.craftItem.minecraft.fermented_spider_eye,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,64,0,0,1,5,3,11,114,0,2,0,0,0,16,0,0,14,0,0
stat.craftItem.minecraft.fire_charge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,15,0,0,252,0,0,0,0,0,0,0,0,0,0,18
stat.craftItem.minecraft.fishing_rod,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,14,0,119,0,10,0,43,3,1,4,0,1,0,0,0,1,0,0,19,0,14
stat.craftItem.minecraft.flint_and_steel,0,4,0,0,0,0,0,7,0,0,1,1,0,3,0,0,0,1,0,1,39,0,8,0,18,4,20,2,1,10,3,7,0,10,0,1,0,0,23,0,4
