Player Name,BadTimeWithScar,BarryBoss1234,BdoubleO100,CamM77,Cub_Cam,Docm77,Etho,GoodTimeWithScar,Grian,Helsknight_,HermitcraftAlt,HumanCleo,HypnotizdCam,ImpulseCam,Jevination,Kamalis1,Keralis1,Mumbo,MumboJumbo,Renthedog,Stressmonster101,Stressmonsterin,Tango,TangoCam,Tinfoilchef,TwoMuchGrian,VintageB_Roll,VintageBeef,WellsGlazes,WelsCam,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,cubfan135,falsesymmetry,hypnotizd,iJevin,impulseSV,isGall85,iskall85,joehillssays,joehillssees,renthebob,truesymmetry,xBCam,xBCrafted,xisumavoid
minecraft.broken.diamond_leggings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_pickaxe,0,0,1,0,0,0,0,16,2,0,0,0,0,0,0,0,2,0,6,0,1,0,8,0,4,0,0,0,0,0,1,0,0,2,2,1,2,2,3,4,0,1,0,0,0,0,0,1,0
minecraft.broken.diamond_shovel,0,0,0,0,0,1,1,8,3,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,7,0,0,3,0,0,0,0,0,0,0
minecraft.broken.fishing_rod,0,0,1,0,0,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,5,2,0,0,2,0,1,1,0,0,0,0,3,0
minecraft.broken.flint_and_steel,0,0,5,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,18,4,1,0,2,0,7,6,0,0,0,0,0,0
minecraft.broken.golden_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
minecraft.broken.golden_boots,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
minecraft.broken.golden_chestplate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
minecraft.broken.golden_helmet,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,20,0,0,0,0,2,0
minecraft.broken.golden_leggings,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
minecraft.broken.golden_pickaxe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
minecraft.broken.golden_shovel,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,17,0,5,5,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,16,0,1,2,0,0,0,0,20,0
minecraft.broken.golden_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
minecraft.broken.iron_axe,0,0,11,0,0,1,1,23,3,0,0,0,0,0,0,0,0,0,2,18,1,0,1,0,3,0,0,6,0,0,0,0,0,4,4,4,11,3,0,1,0,4,18,0,0,0,0,3,0
minecraft.broken.iron_boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
minecraft.broken.iron_chestplate,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
minecraft.broken.iron_helmet,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
minecraft.broken.iron_hoe,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,0,0,10,0,0,2,0,0,0,0,1,0
minecraft.broken.iron_leggings,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
minecraft.broken.iron_pickaxe,0,0,42,0,0,16,8,21,15,0,0,0,0,0,0,0,2,0,3,1,11,0,3,0,6,0,0,4,0,0,10,3,0,16,20,2,9,3,3,20,0,5,119,0,0,0,0,2,0
minecraft.broken.iron_shovel,0,0,9,0,0,1,14,28,11,0,0,0,0,0,0,0,0,0,1,16,1,0,6,0,1,0,0,7,0,0,0,2,0,30,6,10,7,1,0,99,0,1,149,0,0,0,0,5,0
minecraft.broken.iron_sword,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,2,0,0,3,2,6,1,1,0,1,0,9,25,0,0,0,0,0,0
minecraft.broken.leather_boots,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,2,0,0,0,0,0,0
minecraft.broken.leather_chestplate,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,1,0,0,0,0,0,0
minecraft.broken.leather_helmet,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,2,0,0,7,0,0,0,0,0,0
minecraft.broken.leather_leggings,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,3,0,0,0,0,0,0
minecraft.broken.netherite_hoe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.netherite_pickaxe,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
minecraft.broken.netherite_shovel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
minecraft.broken.shears,0,0,179,0,0,3,86,950,645,0,0,0,0,0,0,0,80,0,104,94,13,0,48,0,0,0,0,38,0,0,0,133,0,2,65,32,4,3,5,22,0,39,58,0,0,0,0,5,0
minecraft.broken.shield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.stone_axe,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,0,1,1,1,3,0,0,0,0,1,3,0,0,0,0,0,0
minecraft.broken.stone_hoe,0,0,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0
minecraft.broken.stone_pickaxe,0,0,103,0,0,3,0,15,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,1,0,0,0,0,0,2,2,2,1,2,1,0,0,0,51,0,0,0,0,2,0
minecraft.broken.stone_shovel,0,0,214,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,15,0,3,0,0,1,0,0,5,0,0,0,0,2,0
minecraft.broken.stone_sword,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,6,0,0,0,0,0,0
minecraft.broken.wooden_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_hoe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_pickaxe,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
minecraft.broken.wooden_shovel,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_sword,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_boat,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,3,3,0,1,1,0,0,0,0,2,0
minecraft.crafted.acacia_button,0,0,12,0,0,0,6,4,1,0,0,0,0,0,0,0,78,0,0,0,0,0,6,0,0,0,0,38,0,0,0,24,0,0,0,5,0,0,80,4,0,0,0,0,0,0,0,2,0
minecraft.crafted.acacia_door,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,6,3,108,0,0,0,0,0,0,12,0,0,0,0,12,0
minecraft.crafted.acacia_fence,0,0,39,0,0,39,72,159,0,0,0,0,0,0,0,0,93,0,0,48,0,0,3,0,0,0,0,21,0,0,0,66,0,0,0,45,30,0,0,114,0,0,0,0,0,0,0,90,0
minecraft.crafted.acacia_fence_gate,0,0,46,0,0,0,0,89,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,39,0,3,32,0,0,2,0,0,0,0,8,0
minecraft.crafted.acacia_planks,0,0,2120,0,0,148,4818,8192,1652,0,0,0,0,0,0,0,9440,0,568,7480,764,0,5980,0,0,0,0,5272,0,0,32,1344,0,96,96,1829,2568,68,5004,4152,0,472,1328,0,0,0,0,6720,0
minecraft.crafted.acacia_pressure_plate,0,0,0,0,0,0,0,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_sign,0,0,39,0,0,6,12,189,0,0,0,0,0,0,0,0,81,0,111,48,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,24,39,0,782,24,0,3,12,0,0,0,0,51,0
minecraft.crafted.acacia_slab,0,0,78,0,0,0,84,336,0,0,0,0,0,0,0,0,960,0,6,96,0,0,114,0,0,0,0,192,0,0,6,36,0,0,0,12,24,0,0,2685,0,12,582,0,0,0,0,636,0
minecraft.crafted.acacia_stairs,0,0,40,0,0,0,152,36,0,0,0,0,0,0,0,0,112,0,0,132,0,0,64,0,0,0,0,1704,0,0,0,8,0,0,0,16,36,0,0,80,0,0,184,0,0,0,0,72,0
minecraft.crafted.acacia_trapdoor,0,0,510,0,0,0,1328,1440,40,0,0,0,0,0,0,0,1820,0,0,1654,0,0,212,0,0,0,0,542,0,0,0,204,0,10,0,286,568,22,0,104,0,86,58,0,0,0,0,250,0
minecraft.crafted.acacia_wood,0,0,2871,0,0,3,609,1059,48,0,0,0,0,0,0,0,2981,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,144,0,0,0,0,0,0,0
minecraft.crafted.activator_rail,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,18,0,12,60,0,0,54,0,0,0,0,0,0,0,0,6,0,0,0,0,54,0,0,6,0,6,6,0,0,0,0,0,0
minecraft.crafted.air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.andesite,0,0,2510,0,0,222,0,1686,2814,0,0,0,0,0,0,0,12838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.andesite_slab,0,0,56,0,0,60,0,4688,364,0,0,0,0,0,0,0,6421,0,6,0,66,0,602,0,0,0,0,120,0,0,30,304,0,342,54,108,0,0,0,6378,0,522,6,0,0,0,0,6,0
minecraft.crafted.andesite_stairs,0,0,1,0,0,32,0,921,88,0,0,0,0,0,0,0,264,0,0,0,52,0,308,0,0,0,0,193,0,0,0,12,0,132,24,105,0,0,0,4,0,64,4,0,0,0,0,106,0
minecraft.crafted.andesite_wall,0,0,12,0,0,114,0,2889,204,0,0,0,0,0,0,0,2442,0,0,60,0,0,162,0,0,0,0,10,0,0,0,222,0,36,180,294,90,0,0,72,0,600,420,0,0,0,0,21,0
minecraft.crafted.anvil,0,0,25,0,0,8,804,48,1453,0,0,0,0,0,0,0,1478,0,39,17,93,0,448,0,3,0,0,20,0,0,4,95,0,48,20,108,9,20,29,76,0,65,16,0,0,0,0,32,0
minecraft.crafted.apple,0,0,4,0,0,64,212,400,220,0,0,0,0,0,0,0,3004,0,72,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,688,0,2176,0,0,0,0,0,0,0,20,0
minecraft.crafted.armor_stand,0,0,14,0,0,8,52,431,6,0,0,0,0,0,0,0,50,0,1,4,2,0,116,0,0,0,0,137,0,0,12,308,0,157,698,52,74,70,19,3812,0,22,31773,0,0,0,0,42,0
minecraft.crafted.arrow,0,0,192,0,0,0,664,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,1088,0,0,0,0,0,0,0,56,28,5152,0,96,0,16309,4,0,0,0,0,0,0
minecraft.crafted.baked_potato,0,0,0,0,0,0,367,47,21,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,20,336,0,0,0,59,0,0,62,0,0,0,0,252,0
minecraft.crafted.barrel,0,0,421,0,0,46,1200,834,200,0,0,0,0,0,0,0,486,0,49,359,13,0,431,0,0,0,0,87,0,0,106,755,0,552,78,199,188,126,0,96,0,169,468,0,0,0,0,218,0
minecraft.crafted.beacon,0,0,0,0,0,0,89,1,1,0,0,0,0,0,0,0,8,0,1,0,1,0,5,0,0,0,0,0,0,0,1,1,0,1,0,7,2,1,5,327,0,1,0,0,0,0,0,45,0
minecraft.crafted.beehive,0,0,16,0,0,2,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,17,0,21,0,256,0,0,0,6,34,0,0,0,0,0,0
minecraft.crafted.beetroot_soup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
minecraft.crafted.bell,0,0,0,0,0,8,781,28,19,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,0,36,0,1,1,0,0,0,0,0,0
minecraft.crafted.birch_boat,0,0,0,0,0,2,1,13,4,0,0,0,0,0,0,0,1,0,3,5,4,0,0,0,0,0,0,0,0,0,0,8,0,0,5,31,3,0,29,10,0,3,24,0,0,0,0,0,0
minecraft.crafted.birch_button,0,0,35,0,0,0,7,0,20,0,0,0,0,0,0,0,38,0,2,30,0,0,8,0,0,0,0,14,0,0,0,109,0,0,0,56,0,0,1,20,0,44,0,0,0,0,0,256,0
minecraft.crafted.birch_door,0,0,15,0,0,6,6,9,6,0,0,0,0,0,0,0,207,0,3,108,6,0,3,0,0,0,0,12,0,0,0,21,0,0,0,21,0,0,0,0,0,0,33,0,0,0,0,0,0
minecraft.crafted.birch_fence,0,0,93,0,0,0,132,75,544,0,0,0,0,0,0,0,441,0,3,255,36,0,84,0,0,0,0,468,0,0,264,729,0,9,0,102,0,0,0,57,0,0,18,0,0,0,0,189,0
minecraft.crafted.birch_fence_gate,0,0,16,0,0,1,25,27,77,0,0,0,0,0,0,0,200,0,2,0,326,0,10,0,0,0,0,241,0,0,143,277,0,0,2,138,0,0,10,785,0,0,13,0,0,0,0,0,0
minecraft.crafted.birch_planks,0,0,11756,0,0,2879,3760,8884,10874,0,0,0,0,0,0,0,29144,0,2942,4912,4300,0,6524,0,128,0,0,3395,0,0,2296,16140,0,640,4052,7143,2664,21212,2768,28543,0,3760,24359,0,0,0,0,4148,0
minecraft.crafted.birch_pressure_plate,0,0,1,0,0,16,0,0,17,0,0,0,0,0,0,0,2,0,0,116,0,0,0,0,0,0,0,2,0,0,1,26,0,0,0,9,5,33,0,1,0,5,2,0,0,0,0,0,0
minecraft.crafted.birch_sign,0,0,51,0,0,6,228,39,357,0,0,0,0,0,0,0,66,0,117,66,225,0,150,0,0,0,0,54,0,0,3,111,0,24,105,829,393,3,21,2401,0,138,1087,0,0,0,0,27,0
minecraft.crafted.birch_slab,0,0,15774,0,0,0,162,672,402,0,0,0,0,0,0,0,2940,0,6,1425,648,0,0,0,0,0,0,162,0,0,180,432,0,84,108,138,480,18,30,4038,0,282,558,0,0,0,0,1080,0
minecraft.crafted.birch_stairs,0,0,32,0,0,8,40,660,280,0,0,0,0,0,0,0,516,0,88,840,488,0,0,0,0,0,0,132,0,0,136,104,0,32,8,20,0,0,0,1920,0,0,384,0,0,0,0,380,0
minecraft.crafted.birch_trapdoor,0,0,834,0,0,10,906,50,136,0,0,0,0,0,0,0,2738,0,10,22,36,0,334,0,0,0,0,136,0,0,12,94,0,0,190,168,2,2562,132,230,0,52,2,0,0,0,0,40,0
minecraft.crafted.birch_wood,0,0,270,0,0,0,1029,330,69,0,0,0,0,0,0,0,204,0,0,198,78,0,0,0,0,0,0,9,0,0,0,159,0,0,0,603,24,0,0,0,0,48,0,0,0,0,0,0,0
minecraft.crafted.black_banner,0,0,3,0,0,0,36,3,139,0,0,0,0,0,0,0,159,0,0,0,0,0,3,0,0,0,0,2,0,0,0,18,0,0,0,80,255,0,0,14,0,63,139,0,0,0,0,33,0
minecraft.crafted.black_bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,4,0,0,0,0,1,0,0,1,12,0,0,1,63,7,0,0,6,0,0,1,0,0,0,0,0,0
minecraft.crafted.black_carpet,0,0,21068,0,0,0,672,306,45,0,0,0,0,0,0,0,462,0,21,396,933,0,1248,0,0,0,0,16453,0,0,0,3927,0,3,4428,1302,4266,1380,0,768,0,2502,1527,0,0,0,0,39,0
minecraft.crafted.black_concrete_powder,0,0,288,0,0,0,1584,5864,9776,0,0,0,0,0,0,0,2832,0,512,65400,15936,0,17216,0,0,0,0,1528,0,0,0,9832,0,96,608,2552,1840,2432,296,8664,0,1944,608,0,0,0,0,1088,0
minecraft.crafted.black_dye,0,0,253,0,0,110,1985,9899,6446,0,0,0,0,0,0,0,5852,0,232,11487,3918,0,5943,0,0,0,0,841,0,0,130,6761,0,92,957,1518,10827,752,104,48753,0,3434,1968,0,0,0,0,1149,0
minecraft.crafted.black_glazed_terracotta,0,0,0,0,0,120,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.black_shulker_box,0,0,0,0,0,1,5,17,30,0,0,0,0,0,0,0,14,0,1,45,3,0,57,0,0,0,0,1,0,0,0,8,0,1,1,6,2,1,7,14,0,3,0,0,0,0,0,8,0
minecraft.crafted.black_stained_glass,0,0,464,0,0,16,896,23528,648,0,0,0,0,0,0,0,7128,0,40,1656,6160,0,568,0,0,0,0,992,0,0,0,2920,0,288,0,2976,23992,904,0,1352,0,8096,7663,0,0,0,0,2600,0
minecraft.crafted.black_stained_glass_pane,0,0,896,0,0,32,16,240,96,0,0,0,0,0,0,0,2520,0,64,304,1680,0,192,0,0,0,0,1824,0,0,0,2184,0,8,0,5208,352,2240,0,0,0,1310,96,0,0,0,0,1616,0
minecraft.crafted.black_terracotta,0,0,368,0,0,120,2504,3856,6285,0,0,0,0,0,0,0,208,0,0,9184,0,0,20,0,0,0,0,760,0,0,0,336,0,0,248,864,6432,0,0,24,0,688,0,0,0,0,0,64,0
minecraft.crafted.black_wool,0,0,11,0,0,1,8,449,128,0,0,0,0,0,0,0,286,0,56,452,379,0,105,0,0,0,0,0,0,0,0,49,0,8,1583,84,0,158,0,64,0,975,100,0,0,0,0,61,0
minecraft.crafted.blackstone_slab,0,0,8,0,0,0,0,960,124,0,0,0,0,0,0,0,78,0,6,354,0,0,162,0,0,0,0,0,0,0,6,86,0,6,824,980,786,0,0,138,0,1268,4791,0,0,0,0,60,0
minecraft.crafted.blackstone_stairs,0,0,1,0,0,0,0,32,56,0,0,0,0,0,0,0,176,0,400,12,0,0,60,0,0,0,0,0,0,0,0,60,0,8,4,2135,188,132,4,80,0,184,223,0,0,0,0,323,0
minecraft.crafted.blackstone_wall,0,0,0,0,0,0,84,541,198,0,0,0,0,0,0,0,156,0,0,12,0,0,396,0,0,0,0,6,0,0,24,0,0,12,91,288,66,0,0,60,0,48,196,0,0,0,0,126,0
minecraft.crafted.blast_furnace,0,0,23,0,0,12,663,330,30,0,0,0,0,0,0,0,23,0,49,352,1,0,50,0,16,0,0,22,0,0,0,64,0,15,0,71,43,67,1,1,0,1,0,0,0,0,0,13,0
minecraft.crafted.blaze_powder,0,0,0,0,0,16,724,322,520,0,0,0,0,0,0,0,40,0,52,110,1048,0,1993,0,0,0,0,24,0,0,14,62094,0,358,24,470,56,56,88,114,0,66,22,0,0,0,0,48,0
minecraft.crafted.blue_banner,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,1,0,6,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.blue_bed,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,7,13,0,0,5,0,0,1,0,0,0,0,0,0,0
minecraft.crafted.blue_carpet,0,0,3,0,0,0,0,1575,0,0,0,0,0,0,0,0,126,0,264,0,15,0,300,0,0,0,0,205,0,0,0,180,0,0,3,906,0,0,0,192,0,0,947,0,0,0,0,0,0
minecraft.crafted.blue_concrete_powder,0,0,8,0,0,152,1024,200,848,0,0,0,0,0,0,0,3584,0,1624,0,192,0,2432,0,0,0,0,352,0,0,512,6024,0,56,0,3056,40,512,0,16,0,264,1768,0,0,0,0,352,0
minecraft.crafted.blue_dye,0,0,86,0,0,259,6184,6893,3491,0,0,0,0,0,0,0,961,0,1151,925,2421,0,5551,0,160,0,0,552,0,0,256,5527,0,158,186,2379,5455,220,2095,14035,0,1067,2295,0,0,0,0,180,0
minecraft.crafted.blue_glazed_terracotta,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,160,0,0,0,0,64,0,0,120,0,0,0,0,0,0,0,0,0
minecraft.crafted.blue_ice,0,0,0,0,0,0,6848,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,83,0,4709,0,0,0,1055,0,0,0,0,0,0,0,71,0
