Player Name,BadTimeWithScar,BdoubleO100,Biffa001,Biffa2001,Cub_Cam,Docm77,Etho,EvilXisuma,GoodTimeWithScar,ImpulseCam,Lechaion,Mumbo,MumboJumbo,PythonCam,PythonGB,Renthedog,Stressmonster101,Stressmonsterin,Tango,TangoCam,Tinfoilchef,VintageBeef,WFRTNews,WellsGlazes,WelsCam,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,cubfan135,falsesymmetry,iJevin,impulseSV,isGall85,iskall85,joehillssays,renthebob,truesymmetry,xBCam,xBCrafted,xisumavoid
stat.breakItem.minecraft.iron_leggings,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.iron_pickaxe,0,5,0,6,0,0,8,0,30,0,0,0,0,0,7,2,3,0,9,0,3,0,0,0,0,3,9,0,6,37,5,6,5,2,0,9,7,0,0,0,7,0
stat.breakItem.minecraft.iron_shovel,0,1,0,5,0,0,0,0,12,0,0,0,0,0,0,3,1,0,2,0,1,6,0,0,0,2,10,0,11,1,1,0,0,20,0,0,2,0,0,0,0,0
stat.breakItem.minecraft.iron_sword,0,1,0,0,0,1,1,0,0,0,0,0,2,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,1,4,0,0,0,1,0
stat.breakItem.minecraft.leather_boots,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.leather_chestplate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.leather_helmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stat.breakItem.minecraft.leather_leggings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
stat.breakItem.minecraft.shears,0,35,0,1,0,6,0,0,489,0,0,0,30,0,13,15,50,0,19,0,4,9,0,0,0,20,274,0,14,0,199,117,5,10,0,18,11,0,0,0,10,0
stat.breakItem.minecraft.shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.stone_axe,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,5,1,0,0,0,10,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.stone_hoe,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.stone_pickaxe,0,28,0,4,0,0,0,0,2,0,0,0,1,0,6,0,0,0,1,0,3,0,0,0,0,4,2,0,2,2,1,2,0,2,0,1,5,0,0,0,0,0
stat.breakItem.minecraft.stone_shovel,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,1,0
stat.breakItem.minecraft.stone_sword,0,1,0,8,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
stat.breakItem.minecraft.wooden_axe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_hoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_pickaxe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_sword,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0
stat.brewingstandInteraction,0,17,0,0,0,22,0,0,303,0,0,0,82,0,20,421,25,0,424,0,159,4,0,0,0,39,175,0,228,0,1760,698,52,206,0,140,121,0,0,0,41,0
stat.cakeSlicesEaten,0,0,0,0,0,0,0,0,31,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,1,3,0,11,161,57,1,0,1,0,0,0,0,0,0,0,0
stat.cauldronFilled,0,3,0,0,0,0,0,0,0,0,0,0,125,0,6,0,4,0,4,0,0,3,0,0,0,9,32,0,3,1,83,39,1,0,0,0,1,0,0,0,5,0
stat.cauldronUsed,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,71,7,0,0,0,0,4,0,0,0,0,0
stat.chestOpened,0,3640,0,3903,0,4301,2017,1,34528,13,0,1,39024,0,17686,32496,7700,0,25651,16,19297,3946,0,0,0,17256,22082,0,12591,4019,36349,36789,12945,27617,1,16695,16446,0,0,0,12589,80
stat.climbOneCm,0,930613,0,270042,0,1580334,338653,0,2063076,0,0,0,2228194,0,948062,2055130,1210832,0,3642861,6567,4761506,503272,0,0,0,1856009,3182149,0,889847,205466,2610788,2235021,1091962,5426833,1458,1557462,3709109,0,0,0,1629512,921
stat.craftItem.minecraft.acacia_boat,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0
stat.craftItem.minecraft.acacia_door,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,105,0,0,0,3,3,3,0,0,0,3,0,0,0,3,0
stat.craftItem.minecraft.acacia_fence,0,0,0,0,0,0,0,0,144,0,0,0,378,0,120,24,0,0,66,0,0,0,0,0,0,0,222,0,0,0,30,0,3,3,0,132,6,0,0,0,0,0
stat.craftItem.minecraft.acacia_fence_gate,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.acacia_stairs,0,0,0,0,0,0,0,0,0,0,0,0,40,0,96,0,0,0,0,0,0,28,0,0,0,0,664,0,0,0,108,0,4,0,0,0,28,0,0,0,0,0
stat.craftItem.minecraft.activator_rail,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,42,12,6,18,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.anvil,0,3,0,5,0,2,2,0,22,0,0,0,19,0,8,29,12,0,76,0,11,2,0,0,0,21,81,0,24,3,173,48,22,58,0,31,9,0,0,0,10,0
stat.craftItem.minecraft.armor_stand,0,15,0,1,0,0,0,0,48,0,0,0,1,0,58,902,6,0,71,0,0,12,0,0,0,64,35,0,16,10,71,130,5,2,0,121,60,0,0,0,28,0
stat.craftItem.minecraft.arrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,188,20,0,4,0,10,0,0,0,0,0,0,0,4,0,250,16,100,12,0,552,0,0,0,0,52,0
stat.craftItem.minecraft.baked_potato,0,0,0,86,0,0,54,0,81,0,0,0,0,0,155,0,0,0,594,0,128,0,0,0,0,0,0,0,8,65,173,185,139,0,0,201,908,0,0,0,128,0
stat.craftItem.minecraft.banner,0,4,0,0,0,0,0,0,0,0,0,0,60,0,17,0,92,0,18,0,0,0,0,0,0,95,174,0,47,13,1051,196,0,15,0,337,185,0,0,0,10,0
stat.craftItem.minecraft.beacon,0,0,0,1,0,1,1,0,4,0,0,0,7,0,5,0,1,0,9,0,0,0,0,0,0,2,65,0,3,0,69,4,2,33,0,10,0,0,0,0,4,0
stat.craftItem.minecraft.bed,0,16,0,3,0,3,4,0,12,0,0,0,22,0,2,92,29,0,23,0,8,12,0,0,0,46,16,0,12,7,72,92,5,14,0,35,40,0,0,0,23,0
stat.craftItem.minecraft.beetroot_soup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,1,1,0,0,0,368,0,0,0,0,0
stat.craftItem.minecraft.birch_boat,0,0,0,6,0,0,3,0,0,0,0,0,4,0,1,3,1,0,4,0,1,0,0,0,0,0,3,0,1,0,5,61,3,0,0,1,1,0,0,0,1,0
stat.craftItem.minecraft.birch_door,0,0,0,6,0,0,0,0,9,0,0,0,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,0,3,0
stat.craftItem.minecraft.birch_fence,0,15,0,150,0,0,0,0,0,0,0,0,15,0,402,3513,18,0,105,0,0,24,0,0,0,0,93,0,15,90,96,12,3,45,0,0,27,0,0,0,414,0
stat.craftItem.minecraft.birch_fence_gate,0,0,0,5,0,0,0,0,0,0,0,0,60,0,6,64,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,1,1,8,0,0,2,0,0,0,4,0
stat.craftItem.minecraft.birch_stairs,0,0,0,8,0,0,4,0,24,0,0,0,112,0,12,0,0,0,8,0,208,0,0,0,0,40,88,0,0,32,268,20,4,0,0,0,8,0,0,0,496,0
stat.craftItem.minecraft.black_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,136,16,0,1,0,0,0,136,0,0,0,0,0
stat.craftItem.minecraft.blaze_powder,0,26,0,32,0,20,26,0,90,0,0,0,1582,0,22,78,44,0,5424,0,480,2,0,0,0,166,70,0,78,0,1388,62,62,58,0,204,8,0,0,0,60,0
stat.craftItem.minecraft.blue_glazed_terracotta,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,0,1,0,0,0,64,0,0,0,16,0
stat.craftItem.minecraft.boat,0,5,0,4,0,2,8,0,14,0,0,0,6,0,7,76,7,0,10,0,3,2,0,0,0,1,20,0,33,15,13,18,11,26,0,19,10,0,0,0,133,0
stat.craftItem.minecraft.bone_block,0,1221,0,0,0,0,0,0,151,0,0,0,1192,0,0,419,4,0,898,0,650,0,0,0,0,1258,2874,0,401,0,1031,147,64,256,0,664,2408,0,0,0,0,0
stat.craftItem.minecraft.book,0,23,0,21,0,0,88,0,636,0,0,0,23,0,145,297,95,0,594,0,269,89,0,0,0,691,28,0,727,20,145,534,695,1691,0,251,297,0,0,0,1,0
stat.craftItem.minecraft.bookshelf,0,38,0,0,0,3,22,0,0,0,0,0,27,0,184,21,44,0,93,0,37,30,0,0,0,391,10,0,65,27,388,129,58,472,0,88,160,0,0,0,145,0
stat.craftItem.minecraft.bow,0,48,0,1,0,20,21,0,42,0,0,0,373,0,62,116,15,0,398,0,210,12,0,0,0,104,204,0,83,1,240,53,167,174,0,123,11,0,0,0,62,0
stat.craftItem.minecraft.bowl,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3544,0,0,0,0,8,0,0,0,0,4,0,0,16,0,8,100,4,4,0,8,128,0,0,0,0,0
stat.craftItem.minecraft.bread,0,178,0,0,0,140,4,0,540,0,0,0,467,0,260,1767,80,0,3,0,25,1,0,0,0,30,12,0,10,148,1332,125,259,65,0,219,975,0,0,0,0,0
stat.craftItem.minecraft.brewing_stand,0,1,0,0,0,1,0,0,1,0,0,0,12,0,7,3,1,0,30,0,2,1,0,0,0,1,5,0,3,0,49,23,1,2,0,4,2,0,0,0,1,0
stat.craftItem.minecraft.brick,0,39,0,0,0,6,0,0,142,0,0,0,0,0,436,0,148,0,3,0,0,52,0,0,0,0,104,0,5,44,64,8690,61,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.brick_block,0,0,0,0,0,0,0,0,0,0,0,0,913,0,1914,0,12,0,0,0,232,0,0,0,0,1,12,0,0,0,3851,2057,11,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.brick_stairs,0,0,0,0,0,0,0,0,0,0,0,0,36,0,200,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,432,292,4,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.brown_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,128,0,0,0,0,0
stat.craftItem.minecraft.bucket,0,5,0,4,0,6,5,0,111,0,0,0,493,0,7,965,7,0,1203,0,80,4,0,0,0,22,383,0,30,11,596,248,46,231,0,58,51,0,0,0,18,0
stat.craftItem.minecraft.cake,0,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,0,0,3,0,8,0,0,0,0,1,0,0,2,25,30,1,1,1,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.carpet,0,54,0,9,0,24,0,0,30764,0,0,0,1326,0,882,1090,162,0,1974,0,45,24,0,0,0,5754,1725,0,129,81,8199,3990,138,2214,0,7728,4668,0,0,0,1002,0
stat.craftItem.minecraft.carrot_on_a_stick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
stat.craftItem.minecraft.cauldron,0,2,0,0,0,0,0,0,18,0,0,0,173,0,5,3,6,0,5,0,0,4,0,0,0,9,41,0,4,3,53,90,2,2,0,11,3,0,0,0,5,0
stat.craftItem.minecraft.chest,0,97,0,254,0,223,546,0,2266,0,0,0,8059,0,553,3570,468,0,5650,0,1041,68,0,0,0,1173,2830,0,644,103,3273,1124,1089,2937,0,2876,248,0,0,0,1199,0
stat.craftItem.minecraft.chest_minecart,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,8,3,0,46,1,22,1,2,0,0,31,0,0,0,0,2,0
stat.craftItem.minecraft.chorus_fruit_popped,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,32,0,362,0,0,0,0,1,0,0,1,0,0,16,0,0,0,36,2195,0,0,0,0,0
stat.craftItem.minecraft.clay,0,208,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,52,0,197,1188,113,221,23,0,0,0,24,0,0,0,13,0
stat.craftItem.minecraft.clock,0,2,0,0,0,0,0,0,2,0,0,0,6,0,1,18,0,0,0,0,2,0,0,0,0,0,0,0,1,1,6,1,0,1,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.coal,0,1312,0,1247,0,38,8,0,6256,0,0,0,1849,0,4374,12287,486,0,3920,0,6003,0,0,0,0,5679,2663,0,1064,1751,6750,477,1774,12,0,4347,56,0,0,0,2895,0
stat.craftItem.minecraft.coal_block,0,174,0,236,0,55,157,0,842,0,0,0,277,0,724,1342,97,0,644,0,2908,0,0,0,0,761,1188,0,235,228,1240,1147,234,0,0,456,30,0,0,0,359,0
stat.craftItem.minecraft.cobblestone_wall,0,156,0,0,0,1854,0,0,2506,0,0,0,3388,0,432,4034,252,0,1596,0,516,606,0,0,0,3000,1296,0,54,144,708,990,300,1498,0,1698,564,0,0,0,2976,0
stat.craftItem.minecraft.comparator,0,0,0,0,0,38,48,0,130,0,0,0,457,0,4,74,21,0,689,0,51,2,0,0,0,69,571,0,137,0,458,52,4,292,0,310,0,0,0,0,32,0
stat.craftItem.minecraft.compass,0,8,0,0,0,2,0,0,49,0,0,0,165,0,21,35,8,0,1086,0,0,38,0,0,0,47,59,0,1,3,150,46,0,0,0,16,88,0,0,0,28,0
stat.craftItem.minecraft.concrete_powder,0,336,0,264,0,1008,0,0,137644,0,0,0,15736,0,13920,152000,25000,0,9872,0,3600,336,0,0,0,16376,19616,0,2920,2760,92420,64560,1592,28728,0,129104,13648,0,0,0,1528,0
stat.craftItem.minecraft.cooked_beef,0,101,0,194,0,146,475,0,5066,0,0,0,0,0,64,127,311,0,1252,0,81,224,0,0,0,0,79,0,439,95,229,1578,92,629,0,151,184,0,0,0,197,0
stat.craftItem.minecraft.cooked_chicken,0,42,0,0,0,1,86,0,53,0,0,0,0,0,109,5,31,0,2492,0,122,2,0,0,0,0,0,0,49,560,18,125,1,0,0,0,87,0,0,0,11,0
stat.craftItem.minecraft.cooked_fish,0,0,0,624,0,1653,0,0,546,0,0,0,173,0,711,0,1177,0,0,0,0,39,0,0,0,576,560,0,129,0,642,9129,2,1765,0,1348,20,0,0,0,256,0
stat.craftItem.minecraft.cooked_mutton,0,791,0,21,0,28,68,0,3125,0,0,0,3,0,11,22,230,0,215,0,0,3,0,0,0,16,556,0,47,15,48,92,7,5,0,52,11,0,0,0,9,0
stat.craftItem.minecraft.cooked_porkchop,0,49,0,55,0,29,6,0,167,0,0,0,0,0,0,85,255,0,747,0,10,15,0,0,0,125,35,0,396,135,28,50,159,8,0,184,11,0,0,0,168,0
stat.craftItem.minecraft.cooked_rabbit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,3,8,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.cookie,0,48,0,0,0,0,0,0,0,0,0,0,40,0,8,0,0,0,9,0,0,0,0,0,0,7,0,0,32,49,319,80,9,9,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.crafting_table,0,27,0,32,0,20,24,0,119,0,0,0,107,0,52,3576,75,0,90,0,24,30,0,0,0,69,127,0,51,28,216,180,39,55,0,197,79,0,0,0,111,0
stat.craftItem.minecraft.cyan_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,152,0,0,1,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.dark_oak_boat,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,56,0,0,15,0,0,0,0,0,0,3,9,0,1,0,13,9,1,3,0,2,4,0,0,0,25,0
stat.craftItem.minecraft.dark_oak_door,0,36,0,0,0,0,0,0,3,0,0,0,42,0,84,0,21,0,21,0,0,3,0,0,0,15,0,0,0,0,12,51,3,0,0,3,51,0,0,0,9,0
stat.craftItem.minecraft.dark_oak_fence,0,57,0,0,0,0,0,0,93,0,0,0,138,0,114,3462,225,0,189,0,0,0,0,0,0,744,315,0,24,0,915,1458,6,12,0,12,87,0,0,0,1590,0
stat.craftItem.minecraft.dark_oak_fence_gate,0,0,0,0,0,0,0,0,12,0,0,0,134,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,142,90,1,128,0,0,5,0,0,0,54,0
stat.craftItem.minecraft.dark_oak_stairs,0,168,0,0,0,0,0,0,1436,0,0,0,304,0,16,3508,412,0,0,0,0,0,0,0,0,9056,316,0,0,0,1420,672,4,40,0,4,588,0,0,0,992,0
stat.craftItem.minecraft.daylight_detector,0,0,0,14,0,0,0,0,527,0,0,0,64,0,0,0,0,0,61,0,0,20,0,0,0,14,1,0,0,0,67,30,1,113,0,1,0,0,0,0,64,0
stat.craftItem.minecraft.detector_rail,0,0,0,0,0,12,0,0,6,0,0,0,270,0,0,1848,30,0,24,0,24,0,0,0,0,0,12,0,24,12,150,0,0,6,0,66,0,0,0,0,0,0
stat.craftItem.minecraft.diamond,0,0,0,0,0,0,162,0,288,0,0,0,18,0,279,1233,0,0,0,0,81,0,0,0,0,81,36,0,45,0,252,405,0,108,0,9,0,0,0,0,0,0
stat.craftItem.minecraft.diamond_axe,0,2,0,1,0,4,2,0,12,0,0,0,7,0,2,57,5,0,30,0,5,2,0,0,0,4,1,0,2,7,19,11,9,9,0,16,5,0,0,0,2,0
stat.craftItem.minecraft.diamond_block,0,0,0,11,0,0,18,0,94,0,0,0,13,0,52,195,0,0,0,0,225,0,0,0,0,9,26,0,20,0,60,78,0,25,0,21,6,0,0,0,14,0
stat.craftItem.minecraft.diamond_boots,0,1,0,1,0,2,4,0,5,0,0,0,8,0,4,10,3,0,5,0,4,2,0,0,0,5,2,0,3,2,1,4,9,7,0,6,6,0,0,0,3,0
stat.craftItem.minecraft.diamond_chestplate,0,1,0,1,0,0,1,0,4,0,0,0,4,0,5,6,2,0,7,0,2,1,0,0,0,3,1,0,1,1,5,0,2,5,0,2,2,0,0,0,5,0
